Case,CommCase,Platform,Publisher,VidTitle,CommentText,Likes,CharacterNum,CommLength,Sentiment,Focus,Alignment,MediaType
16.0,1132,TikTok,Washington Post,The Food and Drug Administration has issued warnings,@Dr. Glaucomflecken do these new eyedrop recommendations track with your advice?,44.0,80.0,3,3.0,0.0,,SMonly
16.0,1133,TikTok,Washington Post,The Food and Drug Administration has issued warnings,love the loop!,24.0,14.0,2,4.0,0.0,,SMonly
16.0,1134,TikTok,Washington Post,The Food and Drug Administration has issued warnings,From how far back? Jun 2022 I went to ER over eye drops.,15.0,56.0,3,3.0,1.0,4.0,SMonly
16.0,1135,TikTok,Washington Post,The Food and Drug Administration has issued warnings,That’s why I prefer European Union made eyedrops,60.0,48.0,3,3.0,0.0,,SMonly
16.0,1136,TikTok,Washington Post,The Food and Drug Administration has issued warnings,So safe but not safe 😐?,0.0,24.0,2,2.0,1.0,3.0,SMonly
16.0,1137,TikTok,Washington Post,The Food and Drug Administration has issued warnings,This is so scary as I have an eye condition that requires eye drops and eye ointment.,1.0,85.0,3,1.0,1.0,3.0,SMonly
16.0,1138,TikTok,Washington Post,The Food and Drug Administration has issued warnings,"If I use name brand eye drops like B&L, would that be safe? *shocked face*",1.0,74.0,3,3.0,1.0,3.0,SMonly
16.0,1139,TikTok,Washington Post,The Food and Drug Administration has issued warnings,lovely,0.0,6.0,2,3.0,0.0,,SMonly
16.0,1140,TikTok,Washington Post,The Food and Drug Administration has issued warnings,Are the majority of eye drops produced by the same company? Another reason for more competition vs monopoly.,4.0,108.0,3,2.0,1.0,4.0,SMonly
17.0,1141,TikTok,Washington Post,Reminder to set your clocks back an hour this weekend,I was so hoping for permanent Daylight Saving. feeling crushed.,523.0,63.0,3,2.0,1.0,4.0,SMonly
17.0,1142,TikTok,Washington Post,Reminder to set your clocks back an hour this weekend,Daylight savings time is ENDING. We are returning to what it should be this weekend.,71.0,84.0,3,3.0,1.0,2.0,SMonly
17.0,1143,TikTok,Washington Post,Reminder to set your clocks back an hour this weekend,"Awwww. I thought it got passed, too. *crying face*",232.0,50.0,3,2.0,1.0,3.0,SMonly
17.0,1144,TikTok,Washington Post,Reminder to set your clocks back an hour this weekend,We should get rid of the time switch. But KEEP STANDARD TIME.,140.0,61.0,3,3.0,1.0,4.0,SMonly
17.0,1145,TikTok,Washington Post,Reminder to set your clocks back an hour this weekend,"If we can leave it STANDARD time, we are good. There's a reason it's standard!",66.0,78.0,3,3.0,1.0,4.0,SMonly
17.0,1146,TikTok,Washington Post,Reminder to set your clocks back an hour this weekend,Standard time firmly sets all the daylight hours when I’m working. No daylight to enjoy for anyone with a day job. *crying face*,36.0,128.0,1,2.0,1.0,3.0,SMonly
17.0,1147,TikTok,Washington Post,Reminder to set your clocks back an hour this weekend,I thought it was going away too 😭 come on House!,68.0,49.0,3,2.0,1.0,4.0,SMonly
17.0,1148,TikTok,Washington Post,Reminder to set your clocks back an hour this weekend,NO CARMELLA THIS IS THE WORST NEWS I FORGOT THIS WAS COMING,26.0,59.0,3,1.0,1.0,4.0,SMonly
17.0,1149,TikTok,Washington Post,Reminder to set your clocks back an hour this weekend,Darkness and night FOREVER 🌚 .,41.0,31.0,2,2.0,0.0,,SMonly
17.0,1150,TikTok,Washington Post,Reminder to set your clocks back an hour this weekend,Daylight savings BEGINS in March and ENDS Sunday!,30.0,49.0,3,3.0,1.0,3.0,SMonly
18.0,1151,TikTok,Washington Post,"A store manager in Fort Myers, Florida…","Storage unit with weird things and a skull, yet she didn’t contact the cops?",1090.0,76.0,3,2.0,1.0,2.0,SMonly
18.0,1152,TikTok,Washington Post,"A store manager in Fort Myers, Florida…","honestly, I relate so much to the ""I put such a high price on it I figured no one would buy it""",409.0,95.0,3,5.0,1.0,4.0,SMonly
18.0,1153,TikTok,Washington Post,"A store manager in Fort Myers, Florida…",What in the Florida?!,9.0,21.0,2,3.0,1.0,3.0,SMonly
18.0,1154,TikTok,Washington Post,"A store manager in Fort Myers, Florida…",Why is it always my hometown 😅,7.0,31.0,2,4.0,1.0,3.0,SMonly
18.0,1155,TikTok,Washington Post,"A store manager in Fort Myers, Florida…",Yikes 😳 .,35.0,10.0,2,2.0,1.0,3.0,SMonly
18.0,1156,TikTok,Washington Post,"A store manager in Fort Myers, Florida…",Is that the song from Plants v Zombies?,0.0,39.0,2,3.0,0.0,,SMonly
18.0,1157,TikTok,Washington Post,"A store manager in Fort Myers, Florida…",@Lexie this happened in ft myers lol,1.0,36.0,2,4.0,1.0,3.0,SMonly
18.0,1158,TikTok,Washington Post,"A store manager in Fort Myers, Florida…",I didn’t realize this was in Fort Myers 😅😬 ,1.0,45.0,3,3.0,1.0,3.0,SMonly
18.0,1159,TikTok,Washington Post,"A store manager in Fort Myers, Florida…",Oh my god this was my home town??? 😳,4.0,37.0,2,3.0,1.0,3.0,SMonly
18.0,1160,TikTok,Washington Post,"A store manager in Fort Myers, Florida…",Yeah that tracks for this area,30.0,30.0,2,4.0,1.0,4.0,SMonly
19.0,1161,TikTok,Washington Post,Tuesday was Election Day 2023…,Love you guys doing these quick recaps of the days news. 🥰🥰😁,87.0,63.0,3,5.0,0.0,,SMonly
19.0,1162,TikTok,Washington Post,Tuesday was Election Day 2023…,Unfortunately this is me to all of my friends 😅😂,45.0,50.0,3,3.0,0.0,,SMonly
19.0,1163,TikTok,Washington Post,Tuesday was Election Day 2023…,I see this as an absolute win!,6.0,30.0,2,5.0,1.0,5.0,SMonly
19.0,1164,TikTok,Washington Post,Tuesday was Election Day 2023…,I love the meme homage,0.0,22.0,2,4.0,0.0,,SMonly
19.0,1165,TikTok,Washington Post,Tuesday was Election Day 2023…,ANDY!!!,0.0,7.0,2,3.0,0.0,,SMonly
19.0,1166,TikTok,Washington Post,Tuesday was Election Day 2023…,Mood 😂 .,1.0,9.0,2,3.0,0.0,,SMonly
19.0,1167,TikTok,Washington Post,Tuesday was Election Day 2023…,Ok great!,0.0,9.0,2,4.0,1.0,4.0,SMonly
19.0,1168,TikTok,Washington Post,Tuesday was Election Day 2023…,Yay!,1.0,4.0,2,4.0,1.0,4.0,SMonly
19.0,1169,TikTok,Washington Post,Tuesday was Election Day 2023…,🥰🥰🥰 .,0.0,8.0,2,4.0,0.0,,SMonly
19.0,1170,TikTok,Washington Post,Tuesday was Election Day 2023…,❤️❤️❤️ .,0.0,8.0,2,4.0,0.0,,SMonly
20.0,1171,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,How does Twitter go unnoticed by these people,259.0,45.0,3,3.0,0.0,,SMonly
20.0,1172,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,they don’t want us to get and give real time news,75.0,49.0,3,2.0,1.0,3.0,SMonly
20.0,1173,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,this feels like that monument mythos episode,0.0,44.0,3,3.0,0.0,,SMonly
20.0,1174,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,😂😂😂 This was perfection,4.0,26.0,2,4.0,0.0,,SMonly
20.0,1175,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,I thought this was a newspaper?,22.0,31.0,2,2.0,0.0,,SMonly
20.0,1176,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,When dude came for that lady daughter I was like ooooooo,24.0,56.0,3,3.0,0.0,,SMonly
20.0,1177,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,😂😂😂😌 .,0.0,10.0,2,3.0,0.0,,SMonly
20.0,1178,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,Seriously.. how one note is that all about!,3.0,43.0,3,3.0,0.0,,SMonly
20.0,1179,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,tiktok is the only thing I got bruh😭 .,1.0,39.0,2,2.0,1.0,2.0,SMonly
20.0,1180,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,No surprise that they want to destroy free speech. Fascists ban books and free speech.,42.0,86.0,3,2.0,1.0,2.0,SMonly
21.0,1181,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,Nikki Haley is not taking anyone's shit,19.0,39.0,2,4.0,1.0,4.0,SMonly
21.0,1182,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,oh dear,0.0,7.0,2,3.0,0.0,,SMonly
21.0,1183,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,is america okay or,134.0,18.0,2,2.0,1.0,3.0,SMonly
21.0,1184,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,What is wrong with these people?,42.0,32.0,2,2.0,1.0,2.0,SMonly
21.0,1185,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,i’m moving out of america bro,2.0,29.0,2,1.0,0.0,,SMonly
21.0,1186,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,I had assumed the 3” heels comment was towards Desantis,115.0,55.0,3,3.0,1.0,2.0,SMonly
21.0,1187,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,I just know Ron was sweating when they mentioned “heels” 😂,42.0,59.0,3,4.0,1.0,3.0,SMonly
21.0,1188,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,GOP: Leave my daughter out of this! Also GOP: HUNTERS LAPTOP,38.0,60.0,3,2.0,1.0,2.0,SMonly
21.0,1189,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,bringing up her daughter is so messed up jesus,41.0,46.0,3,1.0,1.0,2.0,SMonly
21.0,1190,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,Never thought I'd agree with Haley but that's how low Ramaswamey is,60.0,67.0,3,4.0,1.0,4.0,SMonly
22.0,1191,YouTube Shorts,NPR,The Belfast peace walls are not coming down anytime soon. - YouTube,"What does the other side of the wall look like? The media always says it's a Catholic vs Protestant conflict, yet they seem to get along ok in other parts of the world...",0.0,170.0,1,3.0,1.0,2.0,Hybrid
22.0,1192,YouTube Shorts,NPR,The Belfast peace walls are not coming down anytime soon. - YouTube,"Is ""ideology"" your euphemism for ""immigrants""?",0.0,46.0,3,3.0,1.0,3.0,Hybrid
23.0,1193,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,Guy looks like he's in the middle of a medical problem...,45.0,57.0,3,3.0,1.0,3.0,Hybrid
23.0,1194,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,"I feel that since we have a 2 & 1/2 term limit (or 10 year maximum) for the President & a majority of Governors have term limits, we should also have term limits for all members of the House (I say 10, 2 year terms), Senate (3, 6 year terms), & Judiciary (at most 20 years). I feel this is the only way to prevent complicity in our government by constantly changing it.",32.0,369.0,1,3.0,1.0,2.0,Hybrid
23.0,1195,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,"McConnell, just resign please",13.0,29.0,2,2.0,1.0,3.0,Hybrid
23.0,1196,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,Get out of public office already,11.0,32.0,2,1.0,1.0,3.0,Hybrid
23.0,1197,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,"Mitch, go home!",12.0,15.0,2,3.0,0.0,,Hybrid
23.0,1198,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,Why would his family allow this to continue,36.0,43.0,3,2.0,0.0,,Hybrid
23.0,1199,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,He was answering telepathically,16.0,31.0,2,3.0,1.0,3.0,Hybrid
23.0,1200,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,He’s thinking of all the blood sacrifices he’s going to have to make for another term 😂😂,6.0,90.0,3,2.0,0.0,,Hybrid
23.0,1201,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,"I think, in a way, he did answer the question. But seriously I do hope he is getting help with whatever is going on with him.",16.0,125.0,1,3.0,0.0,,Hybrid
23.0,1202,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,Don’t blame it on reporters not ‘speaking up’. Ugh,7.0,50.0,3,2.0,1.0,2.0,Hybrid
24.0,1203,YouTube Shorts,NPR,A world record volleyball match - YouTube,SO AWESOME!!!❤❤❤,1.0,16.0,2,5.0,1.0,5.0,Hybrid
24.0,1204,YouTube Shorts,NPR,A world record volleyball match - YouTube,FREE PALESTINE 🇵🇸,1.0,19.0,2,3.0,0.0,,Hybrid
24.0,1205,YouTube Shorts,NPR,A world record volleyball match - YouTube,WNBA will say it’s fake,2.0,23.0,2,2.0,1.0,2.0,Hybrid
24.0,1206,YouTube Shorts,NPR,A world record volleyball match - YouTube,?,0.0,1.0,2,,0.0,,Hybrid
25.0,1207,YouTube Shorts,NPR,"Torrential rains flood Greece, Turkey, Bulgaria - YouTube",Good all praise to (Yahawah) destroy these devils.,0.0,50.0,3,2.0,0.0,,Hybrid
25.0,1208,YouTube Shorts,NPR,"Torrential rains flood Greece, Turkey, Bulgaria - YouTube",Jesus will be here soon,0.0,23.0,2,3.0,0.0,,Hybrid
26.0,1209,YouTube Shorts,NPR,Technicians demonstrate a Soviet-era reactor - YouTube,That's super cool to see!,2.0,25.0,2,5.0,1.0,4.0,Hybrid
