Case,CommCase,Platform,Publisher,VidTitle,Comment,Likes/Hearts,CharacterNum,CommLength,Sentiment,Focus,Alignment
19,1163,TikTok,Washington Post,Tuesday was Election Day 2023…,I see this as an absolute win!,6,30,2,5,1,5
19,1164,TikTok,Washington Post,Tuesday was Election Day 2023…,I love the meme homage,0,22,2,4,0,
19,1165,TikTok,Washington Post,Tuesday was Election Day 2023…,ANDY!!!,0,7,2,3,0,
19,1166,TikTok,Washington Post,Tuesday was Election Day 2023…,Mood 😂 .,1,9,2,3,0,
19,1167,TikTok,Washington Post,Tuesday was Election Day 2023…,Ok great!,0,9,2,4,1,4
19,1168,TikTok,Washington Post,Tuesday was Election Day 2023…,Yay!,1,4,2,4,1,4
19,1169,TikTok,Washington Post,Tuesday was Election Day 2023…,🥰🥰🥰 .,0,8,2,4,0,
19,1170,TikTok,Washington Post,Tuesday was Election Day 2023…,❤️❤️❤️ .,0,8,2,4,0,
20,1171,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,How does Twitter go unnoticed by these people,259,45,3,3,0,
20,1172,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,they don’t want us to get and give real time news,75,49,3,2,1,3
20,1173,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,this feels like that monument mythos episode,0,44,3,3,0,
20,1174,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,😂😂😂 This was perfection,4,26,2,4,0,
20,1175,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,I thought this was a newspaper?,22,31,2,2,0,
20,1176,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,When dude came for that lady daughter I was like ooooooo,24,56,3,3,0,
20,1177,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,😂😂😂😌 .,0,10,2,3,0,
20,1178,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,Seriously.. how one note is that all about!,3,43,3,3,0,
20,1179,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,tiktok is the only thing I got bruh😭 .,1,39,2,2,1,2
20,1180,TikTok,Washington Post,GOP presidential candidates speak on TikTok…,No surprise that they want to destroy free speech. Fascists ban books and free speech.,42,86,3,2,1,2
21,1181,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,Nikki Haley is not taking anyone's shit,19,39,2,4,1,4
21,1182,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,oh dear,0,7,2,3,0,
21,1183,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,is america okay or,134,18,2,2,1,3
21,1184,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,What is wrong with these people?,42,32,2,2,1,2
21,1185,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,i’m moving out of america bro,2,29,2,1,0,
21,1186,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,I had assumed the 3” heels comment was towards Desantis,115,55,3,3,1,2
21,1187,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,I just know Ron was sweating when they mentioned “heels” 😂,42,59,3,4,1,3
21,1188,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,GOP: Leave my daughter out of this! Also GOP: HUNTERS LAPTOP,38,60,3,2,1,2
21,1189,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,bringing up her daughter is so messed up jesus,41,46,3,1,1,2
21,1190,TikTok,Washington Post,Former U.N. ambassador Nikki Haley told entrepreneur and fellow Republican presidential candidate,Never thought I'd agree with Haley but that's how low Ramaswamey is,60,67,3,4,1,4
22,1191,YouTube Shorts,NPR,The Belfast peace walls are not coming down anytime soon. - YouTube,"What does the other side of the wall look like? The media always says it's a Catholic vs Protestant conflict, yet they seem to get along ok in other parts of the world...",0,170,1,3,1,2
22,1192,YouTube Shorts,NPR,The Belfast peace walls are not coming down anytime soon. - YouTube,"Is ""ideology"" your euphemism for ""immigrants""?",0,46,3,3,1,3
23,1193,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,Guy looks like he's in the middle of a medical problem...,45,57,3,3,1,3
23,1194,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,"I feel that since we have a 2 & 1/2 term limit (or 10 year maximum) for the President & a majority of Governors have term limits, we should also have term limits for all members of the House (I say 10, 2 year terms), Senate (3, 6 year terms), & Judiciary (at most 20 years). I feel this is the only way to prevent complicity in our government by constantly changing it.",32,369,1,3,1,2
23,1195,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,"McConnell, just resign please",13,29,2,2,1,3
23,1196,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,Get out of public office already,11,32,2,1,1,3
23,1197,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,"Mitch, go home!",12,15,2,3,0,
23,1198,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,Why would his family allow this to continue,36,43,3,2,0,
23,1199,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,He was answering telepathically,16,31,2,3,1,3
23,1200,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,He’s thinking of all the blood sacrifices he’s going to have to make for another term 😂😂,6,90,3,2,0,
23,1201,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,"I think, in a way, he did answer the question. But seriously I do hope he is getting help with whatever is going on with him.",16,125,1,3,0,
23,1202,YouTube Shorts,NPR,McConnell freezes at Kentucky press conference - YouTube,Don’t blame it on reporters not ‘speaking up’. Ugh,7,50,3,2,1,2
24,1203,YouTube Shorts,NPR,A world record volleyball match - YouTube,SO AWESOME!!!❤❤❤,1,16,2,5,1,5
24,1204,YouTube Shorts,NPR,A world record volleyball match - YouTube,FREE PALESTINE 🇵🇸,1,19,2,3,0,
24,1205,YouTube Shorts,NPR,A world record volleyball match - YouTube,WNBA will say it’s fake,2,23,2,2,1,2
24,1206,YouTube Shorts,NPR,A world record volleyball match - YouTube,?,0,1,2,99,0,
25,1207,YouTube Shorts,NPR,"Torrential rains flood Greece, Turkey, Bulgaria - YouTube",Good all praise to (Yahawah) destroy these devils.,0,50,3,2,0,
25,1208,YouTube Shorts,NPR,"Torrential rains flood Greece, Turkey, Bulgaria - YouTube",Jesus will be here soon,0,23,2,3,0,
26,1209,YouTube Shorts,NPR,Technicians demonstrate a Soviet-era reactor - YouTube,That's super cool to see!,2,25,2,5,1,4
26,1210,YouTube Shorts,NPR,Technicians demonstrate a Soviet-era reactor - YouTube,Love NPR!!,0,10,2,5,0,
26,1211,YouTube Shorts,NPR,Technicians demonstrate a Soviet-era reactor - YouTube,Good stuff!!,0,12,2,4,1,4
26,1212,YouTube Shorts,NPR,Technicians demonstrate a Soviet-era reactor - YouTube,My LIKE button is not working 😠,1,32,2,2,0,
26,1213,YouTube Shorts,NPR,Technicians demonstrate a Soviet-era reactor - YouTube,never supplied by Russia - Soviet Union!,0,40,2,3,0,
27,1214,YouTube Shorts,NPR,"Convicted murderer ""crab walks"" out of Pennsylvania prison yard - YouTube",This is perhaps the funniest moment in prison history,5,53,3,4,1,3
27,1215,YouTube Shorts,NPR,"Convicted murderer ""crab walks"" out of Pennsylvania prison yard - YouTube","Even tho we read the title, we were all secretly hoping he was gonna belly flop on that concrete.",13,97,3,3,0,
27,1216,YouTube Shorts,NPR,"Convicted murderer ""crab walks"" out of Pennsylvania prison yard - YouTube","That's not a crab walk, that's chimneying.",2,42,3,3,1,2
27,1217,YouTube Shorts,NPR,"Convicted murderer ""crab walks"" out of Pennsylvania prison yard - YouTube",That place should be ashamed 🤦🏻‍♂️,4,36,2,2,1,2
27,1218,YouTube Shorts,NPR,"Convicted murderer ""crab walks"" out of Pennsylvania prison yard - YouTube",That was smart damn 😮 ,6,23,2,4,0,
27,1219,YouTube Shorts,NPR,"Convicted murderer ""crab walks"" out of Pennsylvania prison yard - YouTube","He's still on the loose, as of Sept. 7 (2023)",5,45,3,3,1,3
27,1220,YouTube Shorts,NPR,"Convicted murderer ""crab walks"" out of Pennsylvania prison yard - YouTube",Honestly. Respect. Except the murder part. Not great,7,52,3,3,1,3
27,1221,YouTube Shorts,NPR,"Convicted murderer ""crab walks"" out of Pennsylvania prison yard - YouTube","He has something concealed inside the back of his shirt, I wonder what and how he got it and the duffel bag and clothes he changed into later.",0,142,1,3,0,
27,1222,YouTube Shorts,NPR,"Convicted murderer ""crab walks"" out of Pennsylvania prison yard - YouTube",Lock all doors and windows be careful he could be any where.❤ blessings,3,71,3,3,0,
27,1223,YouTube Shorts,NPR,"Convicted murderer ""crab walks"" out of Pennsylvania prison yard - YouTube",Why’s he wearing diaper?,0,24,2,3,0,
28,1224,YouTube Shorts,NPR,Ailing explorer trapped in Turkish cave - YouTube,What are his symptoms? Why is he in a cave?,6,43,3,3,1,3
28,1225,YouTube Shorts,NPR,Ailing explorer trapped in Turkish cave - YouTube,That's gotta be a great feeling,0,31,2,4,0,
29,1226,Instagram Reels,NPR,Things are not looking good for amphibians.,They are the earth's barometers. Not great.,45,43,3,2,1,4
29,1227,Instagram Reels,NPR,Things are not looking good for amphibians.,WTF does Matt Damon know about amphibians? I'd prefer a biologist be interviewed next time thanks.,127,98,3,3,0,
29,1228,Instagram Reels,NPR,Things are not looking good for amphibians.,Jesus Christ…that’s Jason Bourne.,11,33,2,3,0,
29,1229,Instagram Reels,NPR,Things are not looking good for amphibians.,I subscribe to the amphibian and reptile conservancy newsletters. They have very valuable information you don’t hear about anywhere else. They also have free stickers!,5,167,1,4,1,4
29,1230,Instagram Reels,NPR,Things are not looking good for amphibians.,We're screwed,1,13,2,2,0,
29,1231,Instagram Reels,NPR,Things are not looking good for amphibians.,Amphibians are like canary in the mineshaft😢 ,1,46,3,3,0,
